t,E_tot,E_x,E_y,E_weak,proj_bx,P_tau,W_tau,C_vx_bx,C_bx_wx,C_vy_by,C_by_wy,D_bx,D_by,Tau_vx,Tau_vy,Tau_bx,Tau_by
1.88600000e+00,4.29274812e+02,4.25890621e+02,3.38419080e+00,-2.39070274e+02,1.20200757e-02,-4.15816031e+01,-1.80607806e+00,-1.75051037e+02,-4.49262963e+03,-9.76070927e+00,-6.95946148e+01,-6.31206189e+02,-5.56760915e+00,-3.92375103e+01,-2.34409287e+00,0.00000000e+00,0.00000000e+00
1.88700000e+00,4.39167514e+02,4.35626851e+02,3.54066319e+00,-2.44579180e+02,1.21566654e-02,-4.25904945e+01,-1.84866856e+00,-1.79053310e+02,-4.59536168e+03,-1.02120183e+01,-7.28126028e+01,-6.45641267e+02,-5.82505650e+00,-4.01379268e+01,-2.45256772e+00,0.00000000e+00,0.00000000e+00
1.88800000e+00,4.49290209e+02,4.45585838e+02,3.70437150e+00,-2.50216138e+02,1.22948091e-02,-4.36251683e+01,-1.89229373e+00,-1.83147172e+02,-4.70044539e+03,-1.06841985e+01,-7.61794189e+01,-6.60406846e+02,-6.09441098e+00,-4.10591026e+01,-2.56606566e+00,0.00000000e+00,0.00000000e+00
1.88900000e+00,4.59648337e+02,4.55772686e+02,3.87565043e+00,-2.55984174e+02,1.24345244e-02,-4.46863406e+01,-1.93698007e+00,-1.87334725e+02,-4.80793470e+03,-1.11782155e+01,-7.97019487e+01,-6.75510512e+02,-6.37622350e+00,-4.20015210e+01,-2.68481952e+00,0.00000000e+00,0.00000000e+00
1.89000000e+00,4.70247468e+02,4.66192618e+02,4.05485018e+00,-2.61886391e+02,1.25758293e-02,-4.57747494e+01,-1.98275482e+00,-1.91618115e+02,-4.91788481e+03,-1.16950794e+01,-8.33873962e+01,-6.90960023e+02,-6.67107048e+00,-4.29656764e+01,-2.80907297e+00,0.00000000e+00,0.00000000e+00
1.89100000e+00,4.81093314e+02,4.76850976e+02,4.24233717e+00,-2.67925964e+02,1.27187420e-02,-4.68911561e+01,-2.02964597e+00,-1.95999540e+02,-5.03035219e+03,-1.22358472e+01,-8.72432990e+01,-7.06763320e+02,-6.97955503e+00,-4.39520752e+01,-2.93908095e+00,0.00000000e+00,0.00000000e+00
1.89200000e+00,4.92191720e+02,4.87753226e+02,4.43849474e+00,-2.74106150e+02,1.28632809e-02,-4.80363458e+01,-2.07768232e+00,-2.00481249e+02,-5.14539459e+03,-1.28016247e+01,-9.12775439e+01,-7.22928524e+02,-7.30230815e+00,-4.49612356e+01,-3.07511027e+00,0.00000000e+00,0.00000000e+00
1.89300000e+00,5.03548681e+02,4.98904957e+02,4.64372401e+00,-2.80430283e+02,1.30094644e-02,-4.92111284e+01,-2.12689345e+00,-2.05065542e+02,-5.26307111e+03,-1.33935689e+01,-9.54983825e+01,-7.39463944e+02,-7.63999011e+00,-4.59936883e+01,-3.21744011e+00,0.00000000e+00,0.00000000e+00
1.89400000e+00,5.15170334e+02,5.10311889e+02,4.85844465e+00,-2.86901778e+02,1.31573114e-02,-5.04163392e+01,-2.17730979e+00,-2.09754771e+02,-5.38344222e+03,-1.40128906e+01,-9.99144484e+01,-7.56378081e+02,-7.99329169e+00,-4.70499766e+01,-3.36636263e+00,0.00000000e+00,0.00000000e+00
1.89500000e+00,5.27062969e+02,5.21979873e+02,5.08309573e+00,-2.93524138e+02,1.33068410e-02,-5.16528402e+01,-2.22896263e+00,-2.14551344e+02,-5.50656976e+03,-1.46608563e+01,-1.04534775e+02,-7.73679632e+02,-8.36293570e+00,-4.81306566e+01,-3.52218357e+00,0.00000000e+00,0.00000000e+00
1.89600000e+00,5.39233032e+02,5.33914896e+02,5.31813669e+00,-3.00300947e+02,1.34580722e-02,-5.29215207e+01,-2.28188415e+00,-2.19457723e+02,-5.63251702e+03,-1.53387913e+01,-1.09368814e+02,-7.91377497e+02,-8.74967840e+00,-4.92362979e+01,-3.68522284e+00,0.00000000e+00,0.00000000e+00
1.89700000e+00,5.51687128e+02,5.46123080e+02,5.56404819e+00,-3.07235882e+02,1.36110247e-02,-5.42232986e+01,-2.33610745e+00,-2.24476428e+02,-5.76134874e+03,-1.60480822e+01,-1.14426455e+02,-8.09480779e+02,-9.15431107e+00,-5.03674834e+01,-3.85581524e+00,0.00000000e+00,0.00000000e+00
1.89800000e+00,5.64432022e+02,5.58610689e+02,5.82133317e+00,-3.14332708e+02,1.37657179e-02,-5.55591212e+01,-2.39166657e+00,-2.29610035e+02,-5.89313115e+03,-1.67901799e+01,-1.19718045e+02,-8.27998791e+02,-9.57766165e+00,-5.15248101e+01,-4.03431113e+00,0.00000000e+00,0.00000000e+00
1.89900000e+00,5.77474651e+02,5.71384133e+02,6.09051784e+00,-3.21595284e+02,1.39221720e-02,-5.69299664e+01,-2.44859653e+00,-2.34861183e+02,-6.02793201e+03,-1.75666024e+01,-1.25254410e+02,-8.46941062e+02,-1.00205964e+01,-5.27088893e+01,-4.22107714e+00,0.00000000e+00,0.00000000e+00
1.90000000e+00,5.90822120e+02,5.84449967e+02,6.37215276e+00,-3.29027564e+02,1.40804069e-02,-5.83368436e+01,-2.50693338e+00,-2.40232568e+02,-6.16582067e+03,-1.83789378e+01,-1.31046877e+02,-8.66317344e+02,-1.04840217e+01,-5.39203467e+01,-4.41649694e+00,0.00000000e+00,0.00000000e+00
1.90100000e+00,6.04481713e+02,5.97814899e+02,6.66681401e+00,-3.36633602e+02,1.42404430e-02,-5.97807953e+01,-2.56671417e+00,-2.45726951e+02,-6.30686804e+03,-1.92288481e+01,-1.37107300e+02,-8.86137610e+02,-1.09688859e+01,-5.51598232e+01,-4.62097204e+00,0.00000000e+00,0.00000000e+00
1.90200000e+00,6.18460895e+02,6.11485791e+02,6.97510429e+00,-3.44417550e+02,1.44023010e-02,-6.12628977e+01,-2.62797707e+00,-2.51347154e+02,-6.45114669e+03,-2.01180720e+01,-1.43448079e+02,-9.06412065e+02,-1.14761814e+01,-5.64279750e+01,-4.83492262e+00,0.00000000e+00,0.00000000e+00
1.90300000e+00,6.32767316e+02,6.25469662e+02,7.29765424e+00,-3.52383666e+02,1.45660016e-02,-6.27842625e+01,-2.69076133e+00,-2.57096067e+02,-6.59873088e+03,-2.10484288e+01,-1.50082190e+02,-9.27151153e+02,-1.20069464e+01,-5.77254742e+01,-5.05878839e+00,0.00000000e+00,0.00000000e+00
1.90400000e+00,6.47408818e+02,6.39773694e+02,7.63512368e+00,-3.60536312e+02,1.47315661e-02,-6.43460381e+01,-2.75510737e+00,-2.62976644e+02,-6.74969656e+03,-2.20218219e+01,-1.57023208e+02,-9.48365555e+02,-1.25622671e+01,-5.90530086e+01,-5.29302950e+00,0.00000000e+00,0.00000000e+00
1.90500000e+00,6.62393438e+02,6.54405235e+02,7.98820301e+00,-3.68879960e+02,1.48990156e-02,-6.59494106e+01,-2.82105678e+00,-2.68991910e+02,-6.90412145e+03,-2.30402430e+01,-1.64285340e+02,-9.70066204e+02,-1.31432804e+01,-6.04112830e+01,-5.53812753e+00,0.00000000e+00,0.00000000e+00
1.90600000e+00,6.77729415e+02,6.69371801e+02,8.35761455e+00,-3.77419195e+02,1.50683717e-02,-6.75956055e+01,-2.88865239e+00,-2.75144958e+02,-7.06208507e+03,-2.41057761e+01,-1.71883449e+02,-9.92264281e+02,-1.37511756e+01,-6.18010190e+01,-5.79458644e+00,0.00000000e+00,0.00000000e+00
1.90700000e+00,6.93425195e+02,6.84681081e+02,8.74411410e+00,-3.86158715e+02,1.52396564e-02,-6.92858893e+01,-2.95793828e+00,-2.81438951e+02,-7.22366878e+03,-2.52206015e+01,-1.79833086e+02,-1.01497123e+03,-1.43871970e+01,-6.32229557e+01,-6.06293364e+00,0.00000000e+00,0.00000000e+00
1.90800000e+00,7.09489436e+02,7.00340944e+02,9.14849245e+00,-3.95103337e+02,1.54128916e-02,-7.10215708e+01,-3.02895985e+00,-2.87877129e+02,-7.38895581e+03,-2.63870005e+01,-1.88150523e+02,-1.03819876e+03,-1.50526469e+01,-6.46778498e+01,-6.34372108e+00,0.00000000e+00,0.00000000e+00
1.90900000e+00,7.25931015e+02,7.16359438e+02,9.57157701e+00,-4.04257999e+02,1.55880997e-02,-7.28040029e+01,-3.10176385e+00,-2.94462804e+02,-7.55803132e+03,-2.76073604e+01,-1.96852787e+02,-1.06195885e+03,-1.57488875e+01,-6.61664765e+01,-6.63752640e+00,0.00000000e+00,0.00000000e+00
1.91000000e+00,7.42759031e+02,7.32744798e+02,1.00142335e+01,-4.13627763e+02,1.57653033e-02,-7.46345837e+01,-3.17639843e+00,-3.01199364e+02,-7.73098246e+03,-2.88841786e+01,-2.05957692e+02,-1.08626376e+03,-1.64773445e+01,-6.76896296e+01,-6.94495413e+00,0.00000000e+00,0.00000000e+00
1.91100000e+00,7.59982816e+02,7.49505448e+02,1.04773678e+01,-4.23217821e+02,1.59445252e-02,-7.65147593e+01,-3.25291319e+00,-3.08090278e+02,-7.90789838e+03,-3.02200685e+01,-2.15483879e+02,-1.11112602e+03,-1.72395096e+01,-6.92481224e+01,-7.26663694e+00,0.00000000e+00,0.00000000e+00
1.91200000e+00,7.77611936e+02,7.66650008e+02,1.09619276e+01,-4.33033495e+02,1.61257886e-02,-7.84460246e+01,-3.33135922e+00,-3.15139094e+02,-8.08887030e+03,-3.16177645e+01,-2.25450851e+02,-1.13655847e+03,-1.80369434e+01,-7.08427876e+01,-7.60323695e+00,0.00000000e+00,0.00000000e+00
1.91300000e+00,7.95656201e+02,7.84187296e+02,1.14689046e+01,-4.43080241e+02,1.63091169e-02,-8.04299256e+01,-3.41178914e+00,-3.22349440e+02,-8.27399155e+03,-3.30801277e+01,-2.35879018e+02,-1.16257424e+03,-1.88712790e+01,-7.24744785e+01,-7.95544712e+00,0.00000000e+00,0.00000000e+00
1.91400000e+00,8.14125671e+02,8.02126334e+02,1.19993364e+01,-4.53363654e+02,1.64945337e-02,-8.24680614e+01,-3.49425720e+00,-3.29725032e+02,-8.46335764e+03,-3.46101515e+01,-2.46789731e+02,-1.18918677e+03,-1.97442252e+01,-7.41440687e+01,-8.32399271e+00,0.00000000e+00,0.00000000e+00
1.91500000e+00,8.33030661e+02,8.20476353e+02,1.25543087e+01,-4.63889474e+02,1.66820630e-02,-8.45620862e+01,-3.57881929e+00,-3.37269668e+02,-8.65706628e+03,-3.62109684e+01,-2.58205334e+02,-1.21640980e+03,-2.06575701e+01,-7.58524534e+01,-8.70963272e+00,0.00000000e+00,0.00000000e+00
1.91600000e+00,8.52381753e+02,8.39246795e+02,1.31349575e+01,-4.74663584e+02,1.68717289e-02,-8.67137112e+01,-3.66553300e+00,-3.44987236e+02,-8.85521745e+03,-3.78858557e+01,-2.70149206e+02,-1.24425739e+03,-2.16131844e+01,-7.76005497e+01,-9.11316156e+00,0.00000000e+00,0.00000000e+00
1.91700000e+00,8.72189796e+02,8.58447324e+02,1.37424713e+01,-4.85692020e+02,1.70635561e-02,-8.89247074e+01,-3.75445771e+00,-3.52881714e+02,-9.05791344e+03,-3.96382427e+01,-2.82645809e+02,-1.27274394e+03,-2.26130259e+01,-7.93892968e+01,-9.53541063e+00,0.00000000e+00,0.00000000e+00
1.91800000e+00,8.92465919e+02,8.78087825e+02,1.43780938e+01,-4.96980972e+02,1.72575693e-02,-9.11969072e+01,-3.84565462e+00,-3.60957172e+02,-9.26525895e+03,-4.14717177e+01,-2.95720739e+02,-1.30188419e+03,-2.36591427e+01,-8.12196571e+01,-9.97725010e+00,0.00000000e+00,0.00000000e+00
1.91900000e+00,9.13221538e+02,8.98178412e+02,1.50431263e+01,-5.08536789e+02,1.74537935e-02,-9.35322073e+01,-3.93918682e+00,-3.69217774e+02,-9.47736107e+03,-4.33900352e+01,-3.09400779e+02,-1.33169319e+03,-2.47536784e+01,-8.30926166e+01,-1.04395907e+01,0.00000000e+00,0.00000000e+00
1.92000000e+00,9.34468363e+02,9.18729433e+02,1.57389304e+01,-5.20365982e+02,1.76522541e-02,-9.59325709e+01,-4.03511939e+00,-3.77667781e+02,-9.69432941e+03,-4.53971236e+01,-3.23713953e+02,-1.36218637e+03,-2.58988755e+01,-8.50091853e+01,-1.09233857e+01,0.00000000e+00,0.00000000e+00
1.92100000e+00,9.56218407e+02,9.39751476e+02,1.64669307e+01,-5.32475233e+02,1.78529769e-02,-9.84000308e+01,-4.13351942e+00,-3.86311552e+02,-9.91627611e+03,-4.74970935e+01,-3.38689585e+02,-1.39337951e+03,-2.70970808e+01,-8.69703982e+01,-1.14296326e+01,0.00000000e+00,0.00000000e+00
1.92200000e+00,9.78483992e+02,9.61255374e+02,1.72286178e+01,-5.44871395e+02,1.80559878e-02,-1.00936692e+02,-4.23445612e+00,-3.95153548e+02,-1.01433159e+04,-4.96942462e+01,-3.54358359e+02,-1.42528875e+03,-2.83507500e+01,-8.89773158e+01,-1.19593758e+01,0.00000000e+00,0.00000000e+00
1.92300000e+00,1.00127776e+03,9.83252210e+02,1.80255517e+01,-5.57561498e+02,1.82613130e-02,-1.03544733e+02,-4.33800085e+00,-4.04198333e+02,-1.03755662e+04,-5.19930819e+01,-3.70752379e+02,-1.45793063e+03,-2.96624523e+01,-9.10310246e+01,-1.25137080e+01,0.00000000e+00,0.00000000e+00
1.92400000e+00,1.02461269e+03,1.00575333e+03,1.88593643e+01,-5.70552756e+02,1.84689792e-02,-1.06226411e+02,-4.44422726e+00,-4.13450576e+02,-1.06131473e+04,-5.43983100e+01,-3.87905242e+02,-1.49132205e+03,-3.10348764e+01,-9.31326380e+01,-1.30937734e+01,0.00000000e+00,0.00000000e+00
1.92500000e+00,1.04850209e+03,1.02877032e+03,1.97317634e+01,-5.83852571e+02,1.86790133e-02,-1.08984066e+02,-4.55321133e+00,-4.22915057e+02,-1.08561819e+04,-5.69148577e+01,-4.05852100e+02,-1.52548031e+03,-3.24708358e+01,-9.52832971e+01,-1.37007691e+01,0.00000000e+00,0.00000000e+00
1.92600000e+00,1.07295961e+03,1.05231508e+03,2.06445357e+01,-5.97468538e+02,1.88914424e-02,-1.11820119e+02,-4.66503145e+00,-4.32596665e+02,-1.11047960e+04,-5.95478812e+01,-4.24629736e+02,-1.56042313e+03,-3.39732741e+01,-9.74841710e+01,-1.43359484e+01,0.00000000e+00,0.00000000e+00
1.92700000e+00,1.09799928e+03,1.07639973e+03,2.15995510e+01,-6.11408450e+02,1.91062941e-02,-1.14737081e+02,-4.77976853e+00,-4.42500403e+02,-1.13591183e+04,-6.23027752e+01,-4.44276641e+02,-1.59616861e+03,-3.55452720e+01,-9.97364581e+01,-1.50006231e+01,0.00000000e+00,0.00000000e+00
1.92800000e+00,1.12363548e+03,1.10103672e+03,2.25987657e+01,-6.25680306e+02,1.93235963e-02,-1.17737553e+02,-4.89750608e+00,-4.52631390e+02,-1.16192806e+04,-6.51851850e+01,-4.64833088e+02,-1.63273531e+03,-3.71900526e+01,-1.02041386e+02,-1.56961662e+01,0.00000000e+00,0.00000000e+00
1.92900000e+00,1.14988298e+03,1.12623875e+03,2.36442268e+01,-6.40292313e+02,1.95433771e-02,-1.20824230e+02,-5.01833031e+00,-4.62994865e+02,-1.18854176e+04,-6.82010176e+01,-4.86341222e+02,-1.67014221e+03,-3.89109891e+01,-1.04400215e+02,-1.64240150e+01,0.00000000e+00,0.00000000e+00
1.93000000e+00,1.17675693e+03,1.15201885e+03,2.47380763e+01,-6.55252899e+02,1.97656651e-02,-1.23999907e+02,-5.14233022e+00,-4.73596189e+02,-1.21576674e+04,-7.13564537e+01,-5.08845141e+02,-1.70840871e+03,-4.07116108e+01,-1.06814233e+02,-1.71856737e+01,0.00000000e+00,0.00000000e+00
1.93100000e+00,1.20427289e+03,1.17839033e+03,2.58825555e+01,-6.70570710e+02,1.99904891e-02,-1.27267481e+02,-5.26959770e+00,-4.84440845e+02,-1.24361711e+04,-7.46579612e+01,-5.32390990e+02,-1.74755471e+03,-4.25956111e+01,-1.09284764e+02,-1.79827171e+01,0.00000000e+00,0.00000000e+00
1.93200000e+00,1.23244682e+03,1.20536681e+03,2.70800095e+01,-6.86254625e+02,2.02178784e-02,-1.30629957e+02,-5.40022765e+00,-4.95534448e+02,-1.27210732e+04,-7.81123074e+01,-5.57027057e+02,-1.78760054e+03,-4.45668547e+01,-1.11813163e+02,-1.88167935e+01,0.00000000e+00,0.00000000e+00
1.93300000e+00,1.26129513e+03,1.23296223e+03,2.83328926e+01,-7.02313756e+02,2.04478624e-02,-1.34090448e+02,-5.53431810e+00,-5.06882740e+02,-1.30125216e+04,-8.17265740e+01,-5.82803867e+02,-1.82856701e+03,-4.66293857e+01,-1.14400820e+02,-1.96896284e+01,0.00000000e+00,0.00000000e+00
1.93400000e+00,1.29083464e+03,1.26119087e+03,2.96437723e+01,-7.18757460e+02,2.06804711e-02,-1.37652186e+02,-5.67197029e+00,-5.18491599e+02,-1.33106676e+04,-8.55081711e+01,-6.09774293e+02,-1.87047543e+03,-4.87874361e+01,-1.17049158e+02,-2.06030278e+01,0.00000000e+00,0.00000000e+00
1.93500000e+00,1.32108264e+03,1.29006731e+03,3.10153356e+01,-7.35595345e+02,2.09157347e-02,-1.41318522e+02,-5.81328881e+00,-5.30367040e+02,-1.36156661e+04,-8.94648527e+01,-6.37993663e+02,-1.91334761e+03,-5.10454342e+01,-1.19759640e+02,-2.15588825e+01,0.00000000e+00,0.00000000e+00
1.93600000e+00,1.35205688e+03,1.31960649e+03,3.24503942e+01,-7.52837274e+02,2.11536838e-02,-1.45092933e+02,-5.95838174e+00,-5.42515218e+02,-1.39276756e+04,-9.36047323e+01,-6.67519871e+02,-1.95720586e+03,-5.34080141e+01,-1.22533762e+02,-2.25591715e+01,0.00000000e+00,0.00000000e+00
1.93700000e+00,1.38377559e+03,1.34982370e+03,3.39518899e+01,-7.70493378e+02,2.13943493e-02,-1.48979026e+02,-6.10736077e+00,-5.54942430e+02,-1.42468582e+04,-9.79363004e+01,-6.98413500e+02,-2.00207302e+03,-5.58800250e+01,-1.25373059e+02,-2.36059669e+01,0.00000000e+00,0.00000000e+00
1.93800000e+00,1.41625748e+03,1.38073458e+03,3.55229012e+01,-7.88574058e+02,2.16377627e-02,-1.52980544e+02,-6.26034131e+00,-5.67655123e+02,-1.45733799e+04,-1.02468441e+02,-7.30737946e+02,-2.04797247e+03,-5.84665413e+01,-1.28279107e+02,-2.47014375e+01,0.00000000e+00,0.00000000e+00
1.93900000e+00,1.44952178e+03,1.41235513e+03,3.71666495e+01,-8.07090000e+02,2.18839556e-02,-1.57101372e+02,-6.41744269e+00,-5.80659892e+02,-1.49074107e+04,-1.07210451e+02,-7.64559551e+02,-2.09492813e+03,-6.11728734e+01,-1.31253518e+02,-2.58478539e+01,0.00000000e+00,0.00000000e+00
1.94000000e+00,1.48358824e+03,1.44470174e+03,3.88865055e+01,-8.26052177e+02,2.21329602e-02,-1.61345543e+02,-6.57878823e+00,-5.93963488e+02,-1.52491245e+04,-1.12172059e+02,-7.99947734e+02,-2.14296449e+03,-6.40045781e+01,-1.34297950e+02,-2.70475929e+01,0.00000000e+00,0.00000000e+00
1.94100000e+00,1.51847715e+03,1.47779115e+03,4.06859965e+01,-8.45471861e+02,2.23848088e-02,-1.65717242e+02,-6.74450547e+00,-6.07572819e+02,-1.55986992e+04,-1.17363444e+02,-8.36975141e+02,-2.19210661e+03,-6.69674704e+01,-1.37414099e+02,-2.83031430e+01,0.00000000e+00,0.00000000e+00
1.94200000e+00,1.55420935e+03,1.51164053e+03,4.25688134e+01,-8.65360634e+02,2.26395343e-02,-1.70220817e+02,-6.91472629e+00,-6.21494955e+02,-1.59563169e+04,-1.22795260e+02,-8.75717793e+02,-2.24238016e+03,-7.00676358e+01,-1.40603708e+02,-2.96171092e+01,0.00000000e+00,0.00000000e+00
1.94300000e+00,1.59080625e+03,1.54626743e+03,4.45388185e+01,-8.85730392e+02,2.28971700e-02,-1.74860781e+02,-7.08958707e+00,-6.35737131e+02,-1.63221641e+04,-1.28478652e+02,-9.16255242e+02,-2.29381138e+03,-7.33114423e+01,-1.43868562e+02,-3.09922190e+01,0.00000000e+00,0.00000000e+00
1.94400000e+00,1.62828985e+03,1.58168980e+03,4.66000532e+01,-9.06593359e+02,2.31577495e-02,-1.79641821e+02,-7.26922889e+00,-6.50306752e+02,-1.66964315e+04,-1.34425287e+02,-9.58670736e+02,-2.34642717e+03,-7.67055541e+01,-1.47210494e+02,-3.24313276e+01,0.00000000e+00,0.00000000e+00
1.94500000e+00,1.66668277e+03,1.61792603e+03,4.87567468e+01,-9.27962096e+02,2.34213069e-02,-1.84568807e+02,-7.45379770e+00,-6.65211396e+02,-1.70793146e+04,-1.40647371e+02,-1.00305139e+03,-2.40025503e+03,-8.02569452e+01,-1.50631383e+02,-3.39374244e+01,0.00000000e+00,0.00000000e+00
1.94600000e+00,1.70600825e+03,1.65499493e+03,5.10133247e+01,-9.49849510e+02,2.36878767e-02,-1.89646796e+02,-7.64344449e+00,-6.80458820e+02,-1.74710132e+04,-1.47157677e+02,-1.04948838e+03,-2.45532312e+03,-8.39729136e+01,-1.54133157e+02,-3.55136391e+01,0.00000000e+00,0.00000000e+00
1.94700000e+00,1.74629016e+03,1.69291574e+03,5.33744181e+01,-9.72268867e+02,2.39574936e-02,-1.94881043e+02,-7.83832554e+00,-6.96056962e+02,-1.78717318e+04,-1.53969572e+02,-1.09807709e+03,-2.51166028e+03,-8.78610970e+01,-1.57717795e+02,-3.71632485e+01,0.00000000e+00,0.00000000e+00
1.94800000e+00,1.78755305e+03,1.73170818e+03,5.58448731e+01,-9.95233801e+02,2.42301930e-02,-2.00277009e+02,-8.03860255e+00,-7.12013946e+02,-1.82816801e+04,-1.61097045e+02,-1.14891738e+03,-2.56929601e+03,-9.19294881e+01,-1.61387326e+02,-3.88896835e+01,0.00000000e+00,0.00000000e+00
1.94900000e+00,1.82982217e+03,1.77139240e+03,5.84297609e+01,-1.01875833e+03,2.45060106e-02,-2.05840369e+02,-8.24444291e+00,-7.28338088e+02,-1.87010723e+04,-1.68554734e+02,-1.20211372e+03,-2.62826053e+03,-9.61864515e+01,-1.65143832e+02,-4.06965363e+01,0.00000000e+00,0.00000000e+00
1.95000000e+00,1.87312344e+03,1.81198905e+03,6.11343881e+01,-1.04285685e+03,2.47849826e-02,-2.11577020e+02,-8.45601993e+00,-7.45037899e+02,-1.91301279e+04,-1.76357957e+02,-1.25777544e+03,-2.68858477e+03,-1.00640741e+02,-1.68989452e+02,-4.25875678e+01,0.00000000e+00,0.00000000e+00
1.95100000e+00,1.91748354e+03,1.85351923e+03,6.39643082e+01,-1.06754419e+03,2.50671454e-02,-2.17493095e+02,-8.67351303e+00,-7.62122090e+02,-1.95690715e+04,-1.84522745e+02,-1.31601699e+03,-2.75030037e+03,-1.05301517e+02,-1.72926379e+02,-4.45667161e+01,0.00000000e+00,0.00000000e+00
1.95200000e+00,1.96292990e+03,1.89600457e+03,6.69253324e+01,-1.09283556e+03,2.53525362e-02,-2.23594967e+02,-8.89710800e+00,-7.79599578e+02,-2.00181332e+04,-1.93065873e+02,-1.37695809e+03,-2.81343975e+03,-1.10178366e+02,-1.76956862e+02,-4.66381047e+01,0.00000000e+00,0.00000000e+00
1.95300000e+00,2.00949072e+03,1.93946718e+03,7.00235421e+01,-1.11874664e+03,2.56411924e-02,-2.29889265e+02,-9.12699726e+00,-7.97479488e+02,-2.04775483e+04,-2.02004897e+02,-1.44072407e+03,-2.87803610e+03,-1.15281324e+02,-1.81083214e+02,-4.88060513e+01,0.00000000e+00,0.00000000e+00
1.95400000e+00,2.05719502e+03,1.98392972e+03,7.32653014e+01,-1.14529351e+03,2.59331519e-02,-2.36382882e+02,-9.36338014e+00,-8.15771163e+02,-2.09475578e+04,-2.11358188e+02,-1.50744608e+03,-2.94412338e+03,-1.20620889e+02,-1.85307805e+02,-5.10750769e+01,0.00000000e+00,0.00000000e+00
1.95500000e+00,2.10607261e+03,2.02941534e+03,7.66572699e+01,-1.17249276e+03,2.62284531e-02,-2.43082987e+02,-9.60646313e+00,-8.34484165e+02,-2.14284084e+04,-2.21144973e+02,-1.57726137e+03,-3.01173637e+03,-1.26208051e+02,-1.89633071e+02,-5.34499156e+01,0.00000000e+00,0.00000000e+00
1.95600000e+00,2.15615420e+03,2.07594778e+03,8.02064171e+01,-1.20036140e+03,2.65271348e-02,-2.49997036e+02,-9.85646017e+00,-8.53628282e+02,-2.19203527e+04,-2.31385373e+02,-1.65031358e+03,-3.08091067e+03,-1.32054312e+02,-1.94061511e+02,-5.59355248e+01,0.00000000e+00,0.00000000e+00
1.95700000e+00,2.20747135e+03,2.12355132e+03,8.39200364e+01,-1.22891697e+03,2.68292364e-02,-2.57132787e+02,-1.01135930e+01,-8.73213532e+02,-2.24236492e+04,-2.42100443e+02,-1.72675303e+03,-3.15168275e+03,-1.38171708e+02,-1.98595691e+02,-5.85370959e+01,0.00000000e+00,0.00000000e+00
1.95800000e+00,2.26005655e+03,2.17225079e+03,8.78057604e+01,-1.25817750e+03,2.71347976e-02,-2.64498312e+02,-1.03780913e+01,-8.93250172e+02,-2.29385626e+04,-2.53312220e+02,-1.80673705e+03,-3.22408993e+03,-1.44572836e+02,-2.03238247e+02,-6.12600651e+01,0.00000000e+00,0.00000000e+00
1.95900000e+00,2.31394321e+03,2.22207164e+03,9.18715764e+01,-1.28816152e+03,2.74438587e-02,-2.72102010e+02,-1.06501933e+01,-9.13748700e+02,-2.34653641e+04,-2.65043765e+02,-1.89043030e+03,-3.29817042e+03,-1.51270881e+02,-2.07991884e+02,-6.41101255e+01,0.00000000e+00,0.00000000e+00
1.96000000e+00,2.36916574e+03,2.27303990e+03,9.61258437e+01,-1.31888814e+03,2.77564605e-02,-2.79952622e+02,-1.09301459e+01,-9.34719865e+02,-2.40043309e+04,-2.77319213e+02,-1.97800508e+03,-3.37396336e+03,-1.58279642e+02,-2.12859383e+02,-6.70932390e+01,0.00000000e+00,0.00000000e+00
1.96100000e+00,2.42575953e+03,2.32518222e+03,1.00577310e+02,-1.35037699e+03,2.80726442e-02,-2.88059248e+02,-1.12182051e+01,-9.56174668e+02,-2.45557473e+04,-2.90163822e+02,-2.06964176e+03,-3.45150882e+03,-1.65613559e+02,-2.17843598e+02,-7.02156496e+01,0.00000000e+00,0.00000000e+00
1.96200000e+00,2.48376101e+03,2.37852588e+03,1.05235130e+02,-1.38264829e+03,2.83924517e-02,-2.96431358e+02,-1.15146365e+01,-9.78124372e+02,-2.51199041e+04,-3.03604027e+02,-2.16552907e+03,-3.53084782e+03,-1.73287749e+02,-2.22947462e+02,-7.34838962e+01,0.00000000e+00,0.00000000e+00
1.96300000e+00,2.54320770e+03,2.43309881e+03,1.10108885e+02,-1.41572284e+03,2.87159252e-02,-3.05078813e+02,-1.18197153e+01,-1.00058051e+03,-2.56970992e+04,-3.17667491e+02,-2.26586456e+03,-3.61202239e+03,-1.81318031e+02,-2.28173986e+02,-7.69048275e+01,0.00000000e+00,0.00000000e+00
1.96400000e+00,2.60413820e+03,2.48892960e+03,1.15208602e+02,-1.44962207e+03,2.90431075e-02,-3.14011882e+02,-1.21337272e+01,-1.02355488e+03,-2.62876374e+04,-3.32383169e+02,-2.37085500e+03,-3.69507554e+03,-1.89720963e+02,-2.33526266e+02,-8.04856161e+01,0.00000000e+00,0.00000000e+00
1.96500000e+00,2.66659227e+03,2.54604749e+03,1.20544773e+02,-1.48436802e+03,2.93740419e-02,-3.23241255e+02,-1.24569685e+01,-1.04705958e+03,-2.68918311e+04,-3.47781363e+02,-2.48071676e+03,-3.78005133e+03,-1.98513874e+02,-2.39007481e+02,-8.42337746e+01,0.00000000e+00,0.00000000e+00
